id;дата;время;рейтинг;текст;автор;is_verified;is_hidden;hiding_type;likes_count;comments_count;official_answer;фото_count;provider;url
236262204;2026-04-16;07:02:16;5;Қабылдағаны тез,көп күттірмейді,рахмет.Жұмыстарыңызға сәттілік!;Маржан Оразахынова;False;False;;0;0;;0;2gis;
236063940;2026-04-15;09:38:38;5;Сотрвдники оперативно реагирубт на проблему;Zubida Kadyrovna;False;False;;0;1;{'date_created': '2026-04-16T04:23:38.953778+07:00', 'id': '64498007', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, отделение по работе с юридическими и физическими лицами', 'text': 'Доброй ночи! \nБольшое спасибо за такой отзыв 💚 Нам очень приятно получать вашу обратную связь!'};0;2gis;
236046702;2026-04-15;03:13:44;5;"Аж захотелось тоже оставить отзыв.
Очень чисто, красиво, на входе опытный менеджер, дальше сели к менеджеру, очень профессионально разжевал и всё объяснил, грамотный специалист, везде порядок, в уборной чисто!
Я приятно удивлена и выйдя из банка обсудили с подругой, какое комфортное состояние после визита банка впервые.";Di All;False;False;;0;1;{'date_created': '2026-04-15T06:12:10.324929+07:00', 'id': '64445759', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, отделение по работе с юридическими и физическими лицами', 'text': 'Доброй ночи! Огромное спасибо вам за такой тёплый и подробный отзыв 🙌 Нам очень приятно, что визит в отделение оставил у вас такие положительные впечатления. Мы стараемся, чтобы каждый клиент чувствовал комфорт, заботу и профессиональный подход на каждом этапе обслуживания.\nОтдельная благодарность за высокую оценку работы наших сотрудников - мы обязательно передадим ваши слова команде 🙏\nБудем рады видеть вас снова и всегда готовы помочь!'};0;2gis;
236027284;2026-04-14;23:02:49;5;Обслуживают четко;Adik Ushamov;False;False;;0;1;{'date_created': '2026-04-15T06:11:21.791394+07:00', 'id': '64445757', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, отделение по работе с юридическими и физическими лицами', 'text': 'Доброй ночи! Благодарим за обратную связь!'};0;2gis;
235826796;2026-04-13;19:51:49;5;Пришла по проблему ошибичной открытие карты,решили эту проблему за 10±мин спасибоо большие Айгерим хорошая сотрудницаа;Zhu Ozhr;False;False;;0;1;{'date_created': '2026-04-14T05:19:58.303082+07:00', 'id': '64391865', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, отделение по работе с юридическими и физическими лицами', 'text': 'Доброй ночи! Рады, что смогли вам помочь. 💚'};0;2gis;
235159225;2026-04-10;15:07:28;5;Хочу выразить благодарность и сказать спасибо специалисту Мажит Арайлым. Все просто и понятно.;KaiR A;False;False;;0;1;{'date_created': '2026-04-10T16:16:07.363665+07:00', 'id': '64227927', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, отделение по работе с юридическими и физическими лицами', 'text': 'Добрый день! Спасибо за ваш отзыв. Очень рады, что информация была для вас простой и понятной. Будем рады помочь вам снова!'};0;2gis;
235034756;2026-04-09;21:25:12;1;"До конца рабочего дня оставалось 40 минут, менеджер Мажит Арайлым Мажитовна отказала в обслуживании, требуя договора, хотя ей были представлены реквизиты счетов, номера договоров, чеки за оплату в прошлом месяце.
Сказала, что не знает назначение платежа, хотя я ей сказала, что это оплата по графику платежей";Бахытгуль Тасбаева;False;False;;0;1;{'date_created': '2026-04-09T23:38:41.8792+07:00', 'id': '64198479', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, отделение по работе с юридическими и физическими лицами', 'text': 'Добрый вечер! Нам жаль, что у вас возникла такая ситуация. Мы постоянно работаем над улучшением сервиса, и для нас очень важна ваша обратная связь. Пожалуйста, напишите нам в Instagram Direct @bankffin.kz, чтобы мы могли проверить ваш случай.'};1;2gis;
234876758;2026-04-09;02:29:36;5;Были вопросы по карте, обслуживанием довольна, все подробно обьяснили;Роза Садыкова;False;False;;0;1;{'date_created': '2026-04-09T09:58:16.752303+07:00', 'id': '64141497', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, отделение по работе с юридическими и физическими лицами', 'text': 'Доброе утро! Спасибо за ваш отзыв, рады, что вы с нами. 💚'};0;2gis;
234730139;2026-04-08;13:53:25;5;Отличное отделение банка. Особая благодарность Нурахмет Айман за качественный сервис, полностью сопровождала в работе 🙏👍;Aman Toleu;False;False;;0;1;{'date_created': '2026-04-08T16:02:36.169727+07:00', 'id': '64111454', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, отделение по работе с юридическими и физическими лицами', 'text': 'Добрый день! Спасибо за ваш отзыв, рады, что вы с нами. 💚'};0;2gis;
234557348;2026-04-08;01:46:05;5;Отделение и обслуживание здесь просто восторг. Другими банкам бы поучиться у фридома;Шолпан Нугаева;False;False;;0;1;{'date_created': '2026-04-08T16:01:22.044428+07:00', 'id': '64111379', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, отделение по работе с юридическими и физическими лицами', 'text': 'Добрый день! Спасибо за ваш отзыв, нам важно ваше мнение. 💚'};0;2gis;
234489338;2026-04-07;19:41:12;1;Очень плохо создали проблема банкомат взял денги но не дал чек и на счёт не поступил сумма;Нур Жарықпаев;False;False;;0;1;{'date_created': '2026-04-07T22:03:17.501729+07:00', 'id': '64074408', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, отделение по работе с юридическими и физическими лицами', 'text': 'Добрый вечер! Сожалеем о вашем опыте. Пожалуйста, напишите нам в Direct Instagram @bankffin.kz, в WhatsApp по номеру +7 776 159 55 95 или позвоните на короткий номер 595 - мы обязательно всё проверим и постараемся помочь.'};0;2gis;
234450131;2026-04-07;16:47:56;5;Сервис отличный, отдельную благодарность хотел бы передать Айгерим, все быстро и качественно, как всегда👍🏻;Akram Akbalaev;False;False;;0;1;{'date_created': '2026-04-07T21:35:58.539051+07:00', 'id': '64073245', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, отделение по работе с юридическими и физическими лицами', 'text': 'Добрый вечер, спасибо вам большое, что уделили время и написали отзыв🤗 Мы работаем для вас.'};1;2gis;
234443119;2026-04-07;16:17:59;5;Кассир Айгерим вежливая👍🏻👍🏻;. .;False;False;;0;1;{'date_created': '2026-04-07T21:32:23.016015+07:00', 'id': '64073067', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, отделение по работе с юридическими и физическими лицами', 'text': 'Добрый вечер! Спасибо большое за отзыв и оценку! Мы стараемся💚'};0;2gis;
234210744;2026-04-06;14:02:41;1;Очень недоволен работой банка. Уже целую неделю хожу в отделение, чтобы открыть спецсчет, но сотрудники говорят, что база не обновилась. При этом в других банках база обновляется быстро и без проблем. У меня ИП закрыто 31.12.2025, это видно даже в eGov, но в системе банка я до сих пор числюсь как действующий ИП. Из-за этого не могу открыть спецсчет и теряю время. Прошу решить проблему и ускорить обновление данных. Сервис оставляет плохое впечатление. 😕;Рамазан Жұртшыбай;False;False;;0;1;{'date_created': '2026-04-06T18:16:09.845981+07:00', 'id': '64005104', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, отделение по работе с юридическими и физическими лицами', 'text': 'Добрый день! Хотим разобраться в вашей ситуации. Пожалуйста, напишите нам в Instagram Direct @bankffin.kz, WhatsApp +7\u202f776\u202f1\u202f595\u202f595 или позвоните на короткий номер 595. Также можете оставить свои контакты - мы обязательно с вами свяжемся.'};0;2gis;
234013480;2026-04-05;15:40:27;5;Выражаю благодарность сотруднику банка Дуйсеновой Айгерим Абдувалиевне за профессионализм, грамотную консультацию и оперативное решение моего вопроса. Отдельно отмечаю корректность в общении и высокий уровень клиентского сервиса🔝;Aiya Vee;False;False;;0;1;{'date_created': '2026-04-05T19:04:42.990993+07:00', 'id': '63948176', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, отделение по работе с юридическими и физическими лицами', 'text': 'Добрый вечер!\nБлагодарим вас за такой тёплый и развернутый отзыв 🙏'};0;2gis;
233816830;2026-04-04;16:51:56;5;Айгерим дуйсенова касса рахмет тамаша жумыс аткарды;. .;False;False;;0;1;{'date_created': '2026-04-04T18:33:03.091415+07:00', 'id': '63915928', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, отделение по работе с юридическими и физическими лицами', 'text': 'Қайырлы күн! Сіздің тілектеріңіз біз үшін өте маңызды. 💚'};0;2gis;
233786098;2026-04-04;14:37:18;5;Айгерим, мастер своего дела, быстро и удобно оформила операцию, лайк 👍;Даулет Бекмурза;False;False;;0;1;{'date_created': '2026-04-04T18:32:31.107974+07:00', 'id': '63915901', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, отделение по работе с юридическими и физическими лицами', 'text': 'Добрый день! Спасибо за обратную связь, мы ценим ваше мнение. 💚'};0;2gis;
233662671;2026-04-03;21:29:10;5;Сегодня была в отделении, очень довольна визитом, спасибо кассиру Айгерим. Было приятно, что она меня узнала;Shukrona Kholova;False;False;;0;1;{'date_created': '2026-04-04T18:45:07.014742+07:00', 'id': '63916390', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, отделение по работе с юридическими и физическими лицами', 'text': 'Добрый день! Нам приятно получать ваш отзыв. 💚'};0;2gis;
233654321;2026-04-03;20:53:36;5;Супер обслуживание, несмотря на мои поздние визиты (за 10-15 минут до закрытия) сотрудники за кассой все равно помогли пополнить счет, отдельное спасибо сотруднице Айгерим за вовлеченность и оперативность 🤍;Main Kun;False;False;;0;1;{'date_created': '2026-04-04T18:44:41.458076+07:00', 'id': '63916376', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, отделение по работе с юридическими и физическими лицами', 'text': 'Добрый день! Рады, что наш сервис вам понравился. 💚'};0;2gis;
233613002;2026-04-03;17:56:50;5;"дружелюбные сотрудники, если возникают проблемы - консультируют оперативно, отличный сервис на протяжении последних 1,5 лет, которые я провёл в КЗ 👍

отдельное спасибо Айгерим за помощь с переводами по Золотой Короне :)";Леонид;False;False;;0;1;{'date_created': '2026-04-03T19:05:23.217403+07:00', 'id': '63880132', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, отделение по работе с юридическими и физическими лицами', 'text': 'Добрый вечер! Благодарим за такой тёплый отзыв и доверие на протяжении всего времени! Рады, что вы довольны сервисом и получаете оперативную помощь. Спасибо что вы с нами!'};1;2gis;
233595205;2026-04-03;16:38:08;5;Хочу выразить благодарность сотруднику банка Айгерим, которая работает на кассе. Очень вежливая, внимательная и профессиональная. Обслужила быстро, всё понятно объяснила, ответила на все вопросы без раздражения. Приятно иметь дело с такими сотрудниками — сразу чувствуется хороший уровень сервиса. Спасибо за отличную работу!;Заир Полтаев;False;False;;0;1;{'date_created': '2026-04-03T19:03:20.691581+07:00', 'id': '63880003', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, отделение по работе с юридическими и физическими лицами', 'text': 'Добрый вечер! Благодарим за такой тёплый и подробный отзыв! Рады, что вы остались довольны обслуживанием и отметили высокий уровень сервиса. Спасибо за доверие!'};1;2gis;
233547159;2026-04-03;12:55:41;5;Дуйсенова Айгерим касса молодец рахмет;Куаныш Тлепбаев;False;False;;0;1;{'date_created': '2026-04-03T18:59:17.801762+07:00', 'id': '63879795', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, отделение по работе с юридическими и физическими лицами', 'text': 'Қайырлы күн! Пікіріңізге рақмет! Қызмет көрсету сізге ұнағанына қуаныштымыз 🤍'};0;2gis;
233369046;2026-04-02;16:17:33;5;Спасибо за услугу! Таңшолпан решила мою проблему! Зачем писать негативные отзывы если вы сами не знаете какая у вас проблема! Опишите свою проблему правильно!;Bek Zhan;False;False;;0;1;{'date_created': '2026-04-02T16:38:39.971689+07:00', 'id': '63816074', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, отделение по работе с юридическими и физическими лицами', 'text': 'Добрый день! Благодарим вас за отзыв! Рады, что ваш вопрос был оперативно решён и вы остались довольны качеством обслуживания 😊'};0;2gis;
233157335;2026-04-01;17:00:32;5;Все четко;Александр Мокеров;False;False;;0;1;{'date_created': '2026-04-01T18:45:37.383746+07:00', 'id': '63768778', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, отделение по работе с юридическими и физическими лицами', 'text': 'Добрый день! Рады, что смогли вам помочь. 💚'};0;2gis;
233140074;2026-04-01;15:41:07;1;В колл центре говорят одно, на месте говорят совсем другое...;Сымбат Сейсенбі;False;False;;0;1;{'date_created': '2026-04-01T16:16:56.138469+07:00', 'id': '63758953', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, отделение по работе с юридическими и физическими лицами', 'text': 'Добрый день! Сожалеем о вашем опыте. Если у вас остались нерешённые вопросы, пожалуйста, напишите нам в Instagram Direct (@bankffin.kz), в WhatsApp по номеру +7 776 159 55 95 или позвоните на короткий номер 595 — мы обязательно всё проверим и постараемся помочь.'};0;2gis;
233119576;2026-04-01;14:03:19;5;Лучшая сотрудница 😍😍😍;Apple User;False;False;;0;1;{'date_created': '2026-04-01T16:11:03.376715+07:00', 'id': '63758436', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, отделение по работе с юридическими и физическими лицами', 'text': 'Добрый день! Спасибо за ваш отзыв, рады, что вы с нами. 💚'};1;2gis;
233057507;2026-04-01;03:41:55;4;Мы с женой собрались закрывать ипотеку, которую получили в банке Фридом. Приходим а, там оказалось, что еще на два платежа сумма выросла. Как это непонятно… Менеджер конечно объяснил (мы сами немного недогнали), но печалька. Выплатим конечно;Софья Трифонова;False;False;;0;0;;0;2gis;
232837127;2026-03-31;14:23:34;1;"Ужасный банк ,объяснила проблему ,с одного филиала на другой переотправляют,не знают как мне помочь 
И каждый говорит не к нам ,сейчас обратно отправляют на Аблайхана ,только что оттуда переотправили 😬";Мадина Кураева;False;False;;0;1;{'date_created': '2026-03-31T21:06:22.495694+07:00', 'id': '63720065', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, отделение по работе с юридическими и физическими лицами', 'text': 'Добрый вечер! Нам очень жаль, что у вас возникли неудобства при обращении. Ваш отзыв важен для нас - передадим его специалистам, чтобы процесс обработки вашего запроса стал быстрее и удобнее. Мы ценим ваше терпение и обязательно постараемся улучшить взаимодействие между филиалами.'};0;2gis;
